_id,id,category,Subcategory,name,genericName,brand,manufacturer,dosageForm,strength,saltComposition,description,uses[0],uses[1],dosage,sideEffects,warnings,price,stock,barcode,expiry,substitutes[0],substitutes[1],substitutes[2],image,bar_code,side_effects,suitable_for,uses,tags
6a646c4cedb0bc53fabc8511,43,Medicines,Drops,Nasoclear Saline Drops,Sodium Chloride,Nasoclear,Zydus Healthcare,Nasal Drops,0.9% w/v,Sodium Chloride (0.9% w/v),Isotonic saline nasal drops to moisturize dry nasal passages in infants & adults.,Nasal crusting & dry nasal mucosa,Infant nasal congestion clearance,2-3 drops into each nostril as needed.,Transient sneezing,Safe for long term use; maintain tip cleanliness.,55,200,8.90E+12,9/10/2026,Solspre Saline Drops,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlaTSCyQvO0RgwM53LrjmSWMcdwvf6xu2ggskVODS4ng&s,,,,,
6a646c4cedb0bc53fabc8512,44,Medicines,Drops,Solspre Saline Drops,Sodium Chloride,Solspre,Sun Pharmaceutical Industries,Nasal Drops,0.9% w/v,Sodium Chloride (0.9% w/v),Purified isotonic nasal moistening drop suitable for all age groups.,Soothe dry inflamed nasal passages,Post-nasal surgery hygiene,2 drops per nostril 3-4 times daily.,None reported,Do not share bottle to prevent infection spread.,50,160,8.90E+12,4/25/2028,Nasoclear Saline Drops,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKWpxB9gfxLRcgqsZwdnXJCsjcGjj2dIjAVdQErnR-EA&s=10,,,,,
6a646c4cedb0bc53fabc8513,45,Medicines,Drops,Colimex Drops,Dicyclomine + Simethicone,Colimex,Wallace Pharmaceuticals,Oral Drops,10mg/40mg per ml,Dicyclomine Hydrochloride (10mg) + Simethicone (40mg),Pediatric anti-spasmodic and anti-flatulent oral drop for infant colic.,Infants abdominal colic pain,Gas bloat & intestinal spasms,As prescribed by pediatrician based on body weight.,"Drowsiness, Dry mouth",Contraindicated in infants under 6 months without advice.,68,110,8.90E+12,11/7/2028,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRYw7WAiiFUKvhYhNXTe-tdLqOcgvE3s_U7dXcAye8SQ&s=10,,,,,
6a646c4cedb0bc53fabc8514,46,Medicines,Injection,Monocef 1g Injection,Ceftriaxone,Monocef,Aristo Pharmaceuticals,Injectable Solution,1g Vials,Ceftriaxone Sodium (1g),Third-generation cephalosporin broad spectrum antibiotic for severe systemic bacterial infections.,Sepsis & meningitis,Abdominal & typhoid fever infections,Intravenous (IV) or Intramuscular (IM) as directed by doctor.,"Injection site pain, Diarrhea, Eosinophilia",Perform hypersensitivity skin test before administration.,65,300,8.90E+12,2/6/2027,Oframax 1g Injection,Cefzone 1g Injection,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4mMmK3nyV8LQIU2X_l1-mlO4ffFJJJ0UKR0uef9KNSg&s=10,,,,,
6a646c4cedb0bc53fabc8515,47,Medicines,Injection,Oframax 1g Injection,Ceftriaxone,Oframax,Ranbaxy / Sun Pharma,Injectable Solution,1g Vials,Ceftriaxone Sodium (1g),Parenteral cephalosporin antibiotic targeting susceptible bacterial strains.,Post-operative surgical prophylaxis,Severe pneumonia & pyelonephritis,Slow IV infusion or deep IM injection.,"Thrombophlebitis, Rash",Do not mix with calcium-containing solutions.,62,210,8.90E+12,9/16/2027,Monocef 1g Injection,Cefzone 1g Injection,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkiyVHL7IuHlCmB4TXWhWHbX_qgh48c2FknRxgGXT3qw&s=10,,,,,
6a646c4cedb0bc53fabc8516,48,Medicines,Injection,Cefzone 1g Injection,Ceftriaxone,Cefzone,Cipla Ltd,Injectable Solution,1g Vials,Ceftriaxone Sodium (1g),Sterile powder for solution for systemic bacterial elimination.,Complicated urinary tract infections,Bone and joint infections,Administered by healthcare professional only.,"Pain at injection site, Nausea",Store below 25°C protected from light.,58,180,8.90E+12,12/10/2026,Monocef 1g Injection,Oframax 1g Injection,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBfkKZOrecakiCu0CQqTd9UWVJVPumCHlM4xN2r1_lyg&s=10,,,,,
6a646c4cedb0bc53fabc8517,49,Medicines,Injection,Dynapar AQ Injection,Diclofenac,Dynapar,Troikaa Pharmaceuticals,Injectable Solution,75mg/1ml,Diclofenac Sodium (75mg/1ml),Painkiller injection for rapid management of acute moderate to severe pain.,Acute renal colic pain,Post-operative inflammatory pain,Deep Intramuscular (IM) injection into gluteal muscle.,"Injection site soreness, Dizziness, Nausea",Do not administer intravenously unless diluted properly.,30,400,8.90E+12,3/8/2028,Voveran Injection,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPK4_8OaWH6I4owsSRlVcH0YZbgG_YdHMUCKtNPayVXw&s=10,,,,,
6a646c4cedb0bc53fabc8518,50,Medicines,Injection,Voveran Injection,Diclofenac,Voveran,Novartis India,Injectable Solution,75mg/3ml,Diclofenac Sodium (75mg/3ml),Potent parenteral NSAID for rapid relief of severe pain.,Severe osteoarthritic exacerbations,Acute gout & orthopedic trauma pain,1 ampoule daily IM under medical supervision.,"Local induration, GI discomfort",Use lowest effective dose for shortest duration.,28,350,8.90E+12,1/7/1930,Dynapar AQ Injection,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQo_rk6D2IH68aKjTi9mWzXW_rfL4vBgrEZR3lB07u-tA&s=10,,,,,
6a646c4cedb0bc53fabc8519,51,Medicines,Injection,Emeset 2ml Injection,Ondansetron,Emeset,Cipla Ltd,Injectable Solution,2mg/ml (4mg total),Ondansetron Hydrochloride (2mg/ml),Selective 5-HT3 receptor antagonist antiemetic injection.,Chemotherapy-induced nausea & vomiting,Post-operative nausea prevention,Slow IV or IM injection.,"Headache, Constipation, Warmth sensation",Monitor ECG in patients with electrolyte abnormalities.,14,500,8.90E+12,11/27/2026,Ondem Injection,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLHlRzNwTWCY9sEVD4pPf0Hz8awbYUwhLCd14ZZHtQ0g&s=10,,,,,
6a646c4cedb0bc53fabc851a,52,Medicines,Injection,Ondem Injection,Ondansetron,Ondem,Alkem Laboratories,Injectable Solution,2mg/ml,Ondansetron Hydrochloride (2mg/ml),Antiemetic solution for control of severe emesis.,Radiation therapy induced vomiting,Post-surgical nausea,4mg to 8mg IV over 2-5 minutes.,"Transient dizziness, Flushing",Do not mix with alkaline solutions in same syringe.,13.5,420,8.90E+12,1/23/2029,Emeset 2ml Injection,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTa4xn73wWz5-yTbGyNW0-YYg8yJZ9Y1H6Cnv9Fm2GU-g&s=10,,,,,
6a646c4cedb0bc53fabc851b,53,Medicines,Injection,Pantodac 40 IV,Pantoprazole,Pantodac,Zydus Cadila,Injectable Solution,40mg Vial,Pantoprazole Sodium (40mg),Intravenous proton pump inhibitor for hospital critical acid suppression.,Acute gastrointestinal bleeding ulcers,Severe GERD in non-oral candidates,Slow IV injection over 2 to 15 minutes.,"Thrombophlebitis at injection site, Headache",Reconstitute with 0.9% Sodium Chloride Injection only.,50,230,8.90E+12,2/23/2029,Pantocid 40,Pan 40,Pan IV,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyn6it8U-MzbSHOwvwDVbOK2fVgWQmcmUJQ-1sfzXqAA&s=10,,,,,
6a646c4cedb0bc53fabc851c,54,Medicines,Injection,Pan IV,Pantoprazole,Pan,Alkem Laboratories,Injectable Solution,40mg Vial,Pantoprazole Sodium (40mg),Lyophilized powder for IV injection for acute acid peptic conditions.,Prophylaxis of stress ulceration in ICU,Severe reflux esophagitis,40mg IV daily as prescribed.,"Injection site reaction, Diarrhea",Use immediately after reconstitution.,48,260,8.90E+12,1/31/2028,Pantocid 40,Pan 40,Pantodac 40 IV,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwVjIbDejQxvvFKmCMtByfFdyqOnkzUwKxz-HBxe21vw&s=10,,,,,
6a646c56edb0bc53fabc851d,87,Wellness,Men,Men's Daily Multivitamin & Energy,,OptiMale,Vitality Life Sciences Ltd.,,,,"Comprehensive daily multivitamin tailored for men with B-complex vitamins, Zinc, and Saw Palmetto.",Boosts daily vitality and energy levels,Supports muscle function and immunity,1 tablet daily with meals,,,249,150,8.90E+12,5/17/2029,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgNNi0xeE-8wVVI-C4xAkdpc8bemTMHY60Q_38SEJQeQ&s=10,8.90E+12,Mild nausea if taken on an empty stomach,,,
6a646c56edb0bc53fabc851e,88,Wellness,Men,Prostate & Urinary Health Complex,,ProstaGuard,Apex Health Formulations,,,,"Botanical formula with Saw Palmetto extract, Pygeum, and Beta-Sitosterol.",Supports healthy prostate function,Promotes smooth urinary flow,2 capsules daily after dinner,,,399,85,8.90E+12,12/27/2027,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHRGKH1nZPgC5VU9eYXWjocj35Tz4c8U3xTytQ1cHAgw&s,8.90E+12,Mild digestive discomfort in rare cases,,,
6a646c56edb0bc53fabc851f,89,Wellness,Men,Men's Hair & Beard Growth Gummies,,FollicleMax,NutraGlow Organics,,,,Biotin-enriched gummies infused with DHT blockers and Vitamin E for facial hair and scalp care.,Promotes thicker beard and hair growth,Strengthens hair roots and reduces fallout,2 chewable gummies daily,,,349,200,8.90E+12,8/8/1930,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7ka6qAeWc6rgajr9emJr59iaTXybQJY0lLNWOK6rk0w&s=10,8.90E+12,Mild bloating if taken in excess,,,
6a646c56edb0bc53fabc8520,90,Wellness,Men,Active Man Ashwagandha & Shilajit Booster,,HerbaVigor,AyurVita Remedies,,,,Traditional Ayurvedic strength builder with standardized KSM-66 Ashwagandha and purified Shilajit.,Enhances stamina and stress resilience,Supports natural testosterone production,1 capsule twice daily after meals,,,449,110,8.90E+12,5/27/2027,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ65T0YfKCixtjQ62gEQDRrJdFKynpTS3BrhFMopmVBSA&s=10,8.90E+12,Slight body warmth; avoid if hyperthyroid,,,
6a646c56edb0bc53fabc8521,91,Wellness,Women,Women's Daily Active Multivitamin + Iron,,FemmeVital,Vitality Life Sciences Ltd.,,,,"Specially formulated for women with gentle Iron, Folate, Calcium, and Vitamin B12.",Maintains energy levels and hemoglobin count,Supports hormonal balance and immunity,1 tablet daily after breakfast,,,279,180,8.90E+12,9/16/2029,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSBTtdMPNQyLeK78tZS4oD2cmAeBl7BmqXILbhn44D6w&s,8.90E+12,Mild dark stools due to iron content,,,
6a646c56edb0bc53fabc8522,92,Wellness,Women,Prenatal & Postnatal DHA Complex,,MotherCare,BioPharma Wellness,,,,"Clean, mercury-tested Omega-3 DHA with Active Folic Acid (Methylfolate) for expecting mothers.",Supports fetal brain and eye development,Provides essential nutrients during pregnancy,1 softgel daily with water,,,599,95,8.90E+12,4/11/1930,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMYaVhUYkgS4A6UnMeHq5-xIcOBZOsap-WTXfUa_ZGfea1wbhrY7G6YsE&s,8.90E+12,Mild fishy burps,,,
6a646c56edb0bc53fabc8523,93,Wellness,Women,Marine Collagen Peptide & Glow Booster,,SkinRadiance,NutraGlow Organics,,,,Hydrolyzed Type I & III Marine Collagen infused with Hyaluronic Acid and Vitamin C.,Improves skin elasticity and hydration,Strengthens brittle nails and fine hair,1 scoop powder mixed in water daily,,,799,140,8.90E+12,12/26/2029,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRn5VRXpePdFRURclSKIagLaa4jeX93e1P97rXz0aCNow&s=10,8.90E+12,Rare mild allergic reaction in fish-sensitive individuals,,,
6a646c56edb0bc53fabc8524,94,Wellness,Women,Calcium + D3 & K2 Bone Support,,OsteoFem,Apex Health Formulations,,,,High-absorption Calcium Citrate Malate formula paired with Vitamin D3 and Vitamin K2 MK-7.,Maintains strong bones and teeth,Enhances calcium absorption and joint mobility,1 tablet twice daily after meals,,,349,160,8.90E+12,10/8/2027,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxL1aXIxObBmM7GZ5fBTu8CmUSGH2CIqibFk0Upnxm4A&s=10,8.90E+12,Mild constipation if hydration is low,,,
6a646c56edb0bc53fabc8525,95,Wellness,Children,Kids Chewable Multivitamin Gummies,,JuniorGlow,NutraGlow Organics,,,,Delicious fruit-flavored gummies packed with 12 essential vitamins and minerals.,Fills nutritional gaps in growing kids,Supports immune defense and vitality,"1 gummy daily (ages 3-6), 2 gummies (ages 7+)",,,299,210,8.90E+12,2/12/2028,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAZfQL5E-hf9IMPTnG_NgNDTWSeFEcyGGOgfaMlUHKSQ&s=10,8.90E+12,None reported when taken within recommended dosage,,,
6a646c56edb0bc53fabc8526,96,Wellness,Children,Kids Omega-3 DHA Smart Gummies,,BrainyKids,BioPharma Wellness,,,,"Plant-based Algal DHA gummies with zero fishy taste, ideal for growing young minds.",Supports cognitive function and memory,Promotes visual health and focus,2 gummies daily,,,399,130,7.39E+12,3/15/1930,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFObp4MPNBYoVEoLRpZd22A9D7FixNcFyWpHK-G_CfPw&s=10,8.90E+12,Mild loose stool if excessive amount consumed,,,
6a646c56edb0bc53fabc8527,97,Wellness,Children,Kids Elderberry & Zinc Immune Syrup,,ImmunoShield,AyurVita Remedies,,,,Natural Black Elderberry syrup enriched with Vitamin C and Zinc for seasonal immunity.,Protects against seasonal cough and cold,Shortens duration of throat irritation,5 ml once daily for children 4+ years,,,249,175,8.90E+12,9/8/2029,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSF4WKQuBEVmiEBVHg6OZg5UF5bY_PBgK2Ace-eidvPhA&s=10,8.90E+12,Rare stomach upset if taken empty stomach,,,
6a646c56edb0bc53fabc8528,98,Wellness,Children,Kids Probiotic Powder Packets,,GutBuddy,Vitality Life Sciences Ltd.,,,,Unflavored probiotic powder with 5 billion CFU across 4 kid-safe strains.,Promotes healthy digestion and gut balance,Relieves occasional constipation and gas,1 sachet mixed in cold beverage daily,,,349,90,8.90E+12,9/28/1930,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3twKj5EM0iZFNmRA9kkpJ22fM_xWOPW2ElXWXXlEThw&s=10,8.90E+12,Temporary mild gas during initial 3 days,,,
6a646c56edb0bc53fabc8529,99,Wellness,Senior Citizen,Senior 50+ Complete Multivitamin & Mineral,,SilverCare,Vitality Life Sciences Ltd.,,,,"Tailored for adults over 50, containing high B12, Vitamin D, Lutein, and CoQ10.","Supports heart, eye, and brain health",Sustains natural energy in active seniors,1 tablet daily after lunch,,,449,145,8.90E+12,8/8/2027,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQakvKCGgRxKgAEokiqtN7vUEGxADsTtmtIcLGO6dercQ&s=10,8.90E+12,Mild stomach discomfort if taken without food,,,
6a646c56edb0bc53fabc852a,100,Wellness,Senior Citizen,Joint Support Glucosamine & Chondroitin,,FlexiJoint,Apex Health Formulations,,,,"Advanced joint relief formula combining Glucosamine Sulfate, Chondroitin, MSM, and Boswellia.",Relieves joint stiffness and discomfort,Promotes cartilage repair and flexibility,2 tablets daily with meals,,,399,125,8.90E+12,11/3/2029,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgzJGiHdHwU5JSGmE70kr-kzkUpegnK1Ln9gsH9R0huw&s,8.90E+12,Mild heartburn or nausea in sensitive stomachs,,,
6a646c56edb0bc53fabc852b,101,Wellness,Senior Citizen,CoQ10 200mg Heart & Vascular Health,,CardioMax,BioPharma Wellness,,,,Bioavailable Ubiquinone CoQ10 enriched with Piperine for maximum absorption.,Supports cellular energy and heart function,Maintains healthy blood pressure levels,1 softgel daily after morning meal,,,599,80,8.90E+12,2/14/2027,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrujFXSPXbDNrrC1haTzuSnl1mXkt5zZen4qwmQTWkEA&s,8.90E+12,Insomnia if taken late at night,,,
6a646c56edb0bc53fabc852c,102,Wellness,Senior Citizen,Vision Shield Lutein & Zeaxanthin,,OcuProtect,Apex Health Formulations,,,,Clinical dose of Lutemax 2020 Lutein and Zeaxanthin with Bilberry extract.,Protects macula from age-related strain,Filters harmful blue light and reduces eye fatigue,1 softgel daily,,,449,105,8.90E+12,1/3/2028,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhCSM0wb5MEDSg5pd24mUzJZAo7svYUUiF5VZcodcRsg&s=10,8.90E+12,Harmless skin yellowing at very high unrecommended doses,,,
6a646c67edb0bc53fabc852d,62,Cosmetics,Skin,Hydrating Hyaluronic Acid Serum,,DernaGlow,Aura Cosmetics Ltd.,,,,"Deeply hydrating facial serum infused with triple-weight hyaluronic acid and vitamin B5 for plump, glowing skin.",,,,,,599,250,8.90E+12,7/22/2026,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsq1UiZbZprPBSjMI95X6IPAlaHDF-US7OwhiJnNWQ9g&s=10,,,"All skin types, especially dry and dehydrated skin",,
6a646c67edb0bc53fabc852e,63,Cosmetics,Skin,Niacinamide 10% + Zinc Pore Refining Serum,,PureBotanica,Apex Beauty Labs,,,,"Targeted serum that balances sebum production, reduces dark spots, and visibly tightens enlarged pores.",,,,,,449,180,8.90E+12,8/13/2029,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbl_zHPnB_ioHZtPv5JWCqTCQZB1gITk34K9E32xZXNoWrbVTF7poTmo0&s,,,"Oily, acne-prone, and combination skin",,
6a646c67edb0bc53fabc852f,64,Cosmetics,Skin,Gentle Cica & Ceramides Soothing Cleanser,,SkinBalance,BioDerma Formulations,,,,Non-foaming cream cleanser that cleanses impurities while repairing the natural skin barrier with Centella Asiatica.,,,,,,399,210,8.90E+12,10/11/2029,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKgT5FTTgNgetbSgeeXCU0mlIVblX5q0QSPAGve-ZjDA&s=10,,,"Sensitive, reactive, and compromised skin barriers",,
6a646c67edb0bc53fabc8530,65,Cosmetics,Skin,Retinol 0.5% Night Repair Cream,,YouthEssence,Aura Cosmetics Ltd.,,,,"Nourishing night cream with micro-encapsulated retinol to smooth fine lines, boost collagen, and improve skin texture.",,,,,,649,140,8.90E+12,10/3/2026,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQOj61ab--KsNcNg169LQx85XDYaGT9tBPNJ8FXVpygg&s,,,Mature skin and early signs of aging,,
6a646c67edb0bc53fabc8531,66,Cosmetics,Skin,Invisible Sunscreen Gel SPF 50 PA++++,,SunShield,SunCare Innovations,,,,"Ultra-lightweight, zero white-cast gel sunscreen offering broad-spectrum UVA/UVB protection with an oil-free finish.",,,,,,549,300,8.90E+12,2/22/2029,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlOVFSUv2hfWeiP_0QoKYFoRlrTcyaZPV8L18SGO6jDA&s=10,,,"All skin tones, sensitive and acne-prone skin",,
6a646c67edb0bc53fabc8532,67,Cosmetics,Hair,Argan & Keratin Intense Repair Hair Mask,,SilkStrands,LuxeCare Personal Products,,,,Deep conditioning treatment enriched with organic Moroccan Argan Oil and Keratin proteins to restore shine and strength.,,,,,,449,165,8.90E+12,2/19/1930,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBsYYYh-ibWGou-Zz25zWn06rXYEK9qqSbUD5qpp3DDQ&s,,,"Dry, damaged, and chemically treated hair",,
6a646c67edb0bc53fabc8533,68,Cosmetics,Hair,Scalp Exfoliator & Anti-Dandruff Scrub,,ScalpRoot,BioDerma Formulations,,,,Clarifying scalp scrub formulated with Tea Tree Oil and Salicylic Acid to gently detoxify and eliminate buildup.,,,,,,349,120,8.90E+12,8/17/1930,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhnEVet-B20a7kUe95OwGOgYy57VjUSCf14kEKTQasng&s,,,"Flaky, oily, and itchy scalps",,
6a646c67edb0bc53fabc8534,69,Cosmetics,Hair,Rosemary & Biotin Hair Growth Serum,,FollicleBoost,Apex Beauty Labs,,,,Lightweight Leave-in scalp tonic with cold-pressed Rosemary extract and Biotin to stimulate hair follicles and density.,,,,,,599,220,8.90E+12,2/5/2027,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStaTU4dxtziFGJ-V_pSQpKcv3yNFIQQqv--h7a9lCxpQ&s,,,Thinning hair and receding hair lines,,
6a646c67edb0bc53fabc8535,70,Cosmetics,Hair,Sulfate-Free Moisture Lock Shampoo,,PureBotanica,Apex Beauty Labs,,,,Gentle cleansing shampoo infused with Coconut Water and Aloe Vera to cleanse without stripping natural scalp moisture.,,,,,,399,280,8.90E+12,5/2/2028,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqarpT6GBqlNZjNsh3ko8vpMX-0LqEd8uX1JekRLBgQw&s,,,"Frizzy, color-treated, and wavy/curly hair",,
6a646c67edb0bc53fabc8536,71,Cosmetics,Hair,Heat Protectant & Frizz Control Spray,,SilkStrands,LuxeCare Personal Products,,,,Weightless thermal barrier spray enriched with Jojoba oil that guards hair against styling heat and humidity frizz.,,,,,,449,195,8.90E+12,12/5/2028,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBr7T8bS0M2jfUKLyiyBFoujXK7CXhMA2xjuVAkDwo8Q&s,,,Heat-styled hair (up to 230°C / 450°F),,
6a646c67edb0bc53fabc8537,72,Cosmetics,Feet,Intense Heel Repair Cream with 10% Urea,,Pedicare,FootHealth Labs,,,,Fast-acting moisturizing ointment with Urea and Shea Butter to soften deep fissures and tough skin on feet.,,,,,,299,175,8.90E+12,5/2/2029,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7AfkwGFXyJDdV1mwuhmrxNUc-oQ2M4vOAxbcAMV2-ZQ&s,,,"Cracked, rough, and calloused heels",,
6a646c67edb0bc53fabc8538,73,Cosmetics,Feet,Exfoliating Foot Peel Mask Booties,,SmoothSole,Aura Cosmetics Ltd.,,,,Single-use sock mask formulated with AHA/BHA fruit acids that shed dead skin layers within 7-10 days.,,,,,,349,210,8.90E+12,2/12/1930,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuKXzOv7o4h-eZYoBKDCg-oeu_SKzNEyNdBNw8Db9fkQ&s=10,,,Thick dead skin and calloused feet,,
6a646c67edb0bc53fabc8539,74,Cosmetics,Feet,Peppermint & Tea Tree Cooling Foot Scrub,,Pedicare,FootHealth Labs,,,,Pumice-infused scrub with refreshing Peppermint and antibacterial Tea Tree oil to exfoliate and revive tired feet.,,,,,,249,130,8.90E+12,4/1/1930,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsFnwi1kkE5w5vVNkEbbsxZmY0A7SEQzJGnW7_Z8OxUg&s,,,"Tired, swollen, and odor-prone feet",,
6a646c67edb0bc53fabc853a,75,Cosmetics,Feet,Antifungal & Deodorizing Foot Spray,,FreshStep,SunCare Innovations,,,,Quick-drying antiperspirant and antimicrobial spray that eliminates shoe odor and guards against fungal infections.,,,,,,299,240,8.90E+12,5/28/2027,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKX-iDd5tDXoYaW7zOpuSmAQZiHbEw3imv5N62SpKx6A&s,,,Athletes and daily closed-shoe wearers,,
6a646c67edb0bc53fabc853b,76,Cosmetics,Feet,Soothing Foot Soak Salts with Epsom & Lavender,,SmoothSole,Aura Cosmetics Ltd.,,,,"Mineral-rich Epsom salt soak infused with Lavender essential oil to relieve soreness, swelling, and muscle tension.",,,,,,349,115,8.90E+12,3/24/2029,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSV4vwWK18XVplQmGQ9deWoK9y16DsbKc8ChHhI4bIzQ&s,,,Aching feet and spa relaxation,,
6a646c67edb0bc53fabc853c,77,Cosmetics,Hands,Velvet Touch Anti-Aging Hand Cream,,HandNourish,LuxeCare Personal Products,,,,"Non-greasy hand treatment with Niacinamide, Vitamin E, and Rosehip oil to lighten age spots and smooth texture.",,,,,,399,260,8.90E+12,4/30/2029,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvE7ViDxJEZRTyKpN-yIWiPXjHFQ-f8H1OxkJguUVu7g&s,,,"Dry, wrinkled hands and sun-exposed skin",,
6a646c67edb0bc53fabc853d,78,Cosmetics,Hands,Cuticle & Nail Repair Treatment Oil,,NailVital,Apex Beauty Labs,,,,Penetrating oil rollerball with Sweet Almond Oil and Vitamin E that strengthens weak nails and heals ragged cuticles.,,,,,,249,150,8.90E+12,2/21/1930,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLOw35-tuyzg7zX3stmtlCT-HQlHXjgH4Oo0b26hfgxQ&s=10,,,Brittle nails and cracked cuticles,,
6a646c67edb0bc53fabc853e,79,Cosmetics,Hands,Antibacterial Moisturizing Hand Wash,,CleanHands,BioDerma Formulations,,,,Mild hand soap blended with Aloe Vera and Chamomile to kill germs while retaining natural skin hydration.,,,,,,199,310,8.90E+12,12/15/1930,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT__i8QpQ4i7cNc7L5amEK74Shtfu6SSR3KgS0CbOFw7g&s=10,,,Frequent hand washing and sensitive skin,,
6a646c67edb0bc53fabc853f,80,Cosmetics,Hands,Overnight Intensive Hand Mask Gloves,,HandNourish,LuxeCare Personal Products,,,,Hydrating glove mask infused with Shea butter and Macadamia oil for deep overnight skin rejuvenation.,,,,,,449,0,8.90E+12,8/5/2026,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjpd41Q64PkjbteV841JDfQ0P66_fmvNp7qcFxNwaVwg&s=10,,,Severely dehydrated and overworked hands,,
6a646c67edb0bc53fabc8540,81,Cosmetics,Hands,Gentle Sugar Exfoliating Hand Polish,,NailVital,Apex Beauty Labs,,,,Natural fine-grain sugar scrub blended with Coconut Oil to buff away dead cells and leave hands silky smooth.,,,,,,299,140,8.90E+12,11/30/1930,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSO3Ru3HHG57Sf2F1bJAug9t5C-fhPe0tsS5hTxk20kSWihK9L-t5LU92I&s=10,,,"Rough, dull, and dry skin on hands",,
6a646c67edb0bc53fabc8541,82,Cosmetics,Teeth,Advanced Charcoal Teeth Whitening Powder,,SmileBright,OralCare Formulations,,,,Activated coconut charcoal powder that gently lifts surface stains and polishes enamel for a brighter smile.,,,,,,349,200,8.90E+12,8/13/2029,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLIK2Db8_RKsU9y3LHB7SKfQFKcacYhMqdFEHtg24-eg&s=10,,,"Stained teeth from coffee, tea, or smoking",,
6a646c67edb0bc53fabc8542,83,Cosmetics,Teeth,Sensitivity Relief Nano-Hydroxyapatite Toothpaste,,DentiCare,OralCare Formulations,,,,Fluoride-free remineralizing toothpaste powered by Nano-Hydroxyapatite to seal exposed dentin tubules.,,,,,,299,275,8.90E+12,12/18/2028,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3Co8JcFH1GYvnef8uMrFj3Stv91wVpcgjbLcFa-eybQ&s=10,,,Sensitive teeth and weak enamel,,
